station,date,prcp,tobs,
USC00513117,9/10/10,0.03,76,
USC00514830,9/10/10,0.01,75,
USC00517948,9/10/10,0,76,
USC00518838,9/10/10,0.02,76,
USC00519523,9/10/10,0.17,75,
USC00519281,9/10/10,0.01,72,
USC00511918,9/10/10,0,72,
USC00516128,9/10/10,0.18,71,
USC00519397,9/11/10,0.05,78,
USC00513117,9/11/10,0.02,77,
USC00514830,9/11/10,0,76,
USC00519523,9/11/10,0.18,81,
USC00519281,9/11/10,0.05,79,
USC00511918,9/11/10,0,78,
USC00516128,9/11/10,0.24,74,
USC00519397,9/12/10,0,74,
USC00513117,9/12/10,0,76,
USC00514830,9/12/10,0,76,
USC00518838,9/12/10,,78,
USC00519523,9/12/10,0.01,78,
USC00519281,9/12/10,0,79,
USC00511918,9/12/10,0,80,
USC00516128,9/12/10,0,73,
USC00519397,9/13/10,0,78,
USC00513117,9/13/10,0,75,
USC00514830,9/13/10,0,75,
USC00517948,9/13/10,0,77,
USC00518838,9/13/10,0.02,76,
USC00519523,9/13/10,0,77,
USC00519281,9/13/10,0,78,
USC00511918,9/13/10,0,72,
USC00516128,9/13/10,0,72,
USC00519397,9/14/10,0,79,
USC00513117,9/14/10,0.01,76,
USC00514830,9/14/10,0.04,75,
USC00517948,9/14/10,0,78,
USC00518838,9/14/10,0,79,
USC00519523,9/14/10,0,76,
USC00519281,9/14/10,0.06,70,
USC00511918,9/14/10,0,69,
USC00516128,9/14/10,0.27,74,
USC00519397,9/15/10,0,77,
USC00513117,9/15/10,0,76,
USC00514830,9/15/10,0.01,74,
USC00517948,9/15/10,0,78,
USC00518838,9/15/10,0,75,
USC00519523,9/15/10,0,76,
USC00519281,9/15/10,0.02,75,
USC00511918,9/15/10,0,78,
USC00516128,9/15/10,0.04,72,
USC00519397,9/16/10,0,79,
USC00513117,9/16/10,0.01,77,
USC00514830,9/16/10,0.02,76,
USC00517948,9/16/10,0.02,78,
USC00518838,9/16/10,0.01,75,
USC00519523,9/16/10,0,77,
USC00519281,9/16/10,0,75,
USC00511918,9/16/10,0,75,
USC00516128,9/16/10,0.21,72,
USC00519397,9/17/10,0,78,
USC00513117,9/17/10,0,76,
USC00514830,9/17/10,0.03,75,
USC00517948,9/17/10,0,78,
USC00518838,9/17/10,0,77,
USC00519523,9/17/10,0,77,
USC00519281,9/17/10,0,75,
USC00511918,9/17/10,0,75,
USC00516128,9/17/10,0,73,
USC00513117,9/18/10,0.03,76,
USC00514830,9/18/10,0,75,
USC00518838,9/18/10,0.03,78,
USC00519523,9/18/10,0.01,77,
USC00519281,9/18/10,0.04,77,
USC00511918,9/18/10,0,74,
USC00516128,9/18/10,0.19,71,
USC00519397,9/19/10,0,78,
USC00513117,9/19/10,0.08,78,
USC00514830,9/19/10,0.06,74,
USC00519523,9/19/10,0.07,76,
USC00519281,9/19/10,0.19,76,
USC00511918,9/19/10,0,87,
USC00516128,9/19/10,0.58,74,
USC00519397,9/20/10,0,78,
USC00513117,9/20/10,0.03,77,
USC00514830,9/20/10,0.03,74,
USC00517948,9/20/10,0.01,78,
USC00519523,9/20/10,0.06,76,
USC00519281,9/20/10,0.05,75,
USC00511918,9/20/10,0.02,73,
USC00516128,9/20/10,0.26,74,
USC00519397,9/21/10,0,79,
USC00513117,9/21/10,0.02,75,
USC00514830,9/21/10,0.01,74,
USC00517948,9/21/10,0.26,77,
USC00518838,9/21/10,,77,
USC00519523,9/21/10,0.04,76,
USC00519281,9/21/10,0,73,
USC00511918,9/21/10,0,67,
USC00516128,9/21/10,0.04,73,
USC00519397,9/22/10,0.04,76,
USC00513117,9/22/10,0.5,74,
USC00514830,9/22/10,0.41,71,
USC00517948,9/22/10,0.04,74,
USC00518838,9/22/10,0.11,74,
USC00519523,9/22/10,0.22,74,
USC00519281,9/22/10,0.39,74,
USC00511918,9/22/10,0.08,72,
USC00516128,9/22/10,0.42,72,
USC00519397,9/23/10,0,78,
USC00513117,9/23/10,0.33,75,
USC00514830,9/23/10,0.57,75,
USC00517948,9/23/10,0.01,74,
USC00518838,9/23/10,0.05,74,
USC00519523,9/23/10,0.18,76,
USC00519281,9/23/10,0.89,70,
USC00511918,9/23/10,0.35,67,
USC00516128,9/23/10,0.86,73,
USC00519397,9/24/10,0,78,
USC00513117,9/24/10,0,75,
USC00514830,9/24/10,0,76,
USC00517948,9/24/10,0,75,
USC00518838,9/24/10,0,77,
USC00519523,9/24/10,0.06,75,
USC00519281,9/24/10,0,70,
USC00511918,9/24/10,0,74,
USC00516128,9/24/10,0,74,
USC00519397,9/25/10,0,79,
USC00513117,9/25/10,0,76,
USC00514830,9/25/10,0,75,
USC00519523,9/25/10,0.05,76,
USC00519281,9/25/10,0,75,
USC00511918,9/25/10,0,77,
USC00516128,9/25/10,0.57,71,
USC00519397,9/26/10,0,74,
USC00514830,9/26/10,0,75,
USC00518838,9/26/10,,76,
USC00519523,9/26/10,0,77,
USC00519281,9/26/10,0,77,
USC00511918,9/26/10,0,79,
USC00516128,9/26/10,0,72,
USC00519397,9/27/10,0,75,
USC00513117,9/27/10,,72,
USC00514830,9/27/10,0,73,
USC00517948,9/27/10,0,76,
USC00518838,9/27/10,0,83,
USC00519523,9/27/10,0,75,
USC00519281,9/27/10,0.02,68,
USC00511918,9/27/10,0,68,
USC00516128,9/27/10,0,72,
USC00519397,9/28/10,0,75,
USC00513117,9/28/10,0,73,
USC00514830,9/28/10,0.01,76,
USC00517948,9/28/10,0,74,
USC00518838,9/28/10,0,77,
USC00519523,9/28/10,0,73,
USC00519281,9/28/10,0,68,
USC00511918,9/28/10,0,67,
USC00516128,9/28/10,0,77,
USC00519397,9/29/10,0,78,
USC00513117,9/29/10,0,73,
USC00514830,9/29/10,0,73,
USC00519523,9/29/10,0,71,
USC00519281,9/29/10,0,68,
USC00516128,9/29/10,0,72,
USC00519397,9/30/10,0.57,73,
USC00513117,9/30/10,0.02,73,
USC00514830,9/30/10,0.03,73,
USC00518838,9/30/10,,69,
USC00519523,9/30/10,0.24,72,
USC00519281,9/30/10,0.44,68,
USC00511918,9/30/10,0,70,
USC00516128,9/30/10,1.18,70,
USC00519397,10/1/10,0.31,78,
USC00513117,10/1/10,0.43,72,
USC00514830,10/1/10,0.3,71,
USC00518838,10/1/10,0.25,71,
USC00519523,10/1/10,0.43,76,
USC00519281,10/1/10,0.77,71,
USC00511918,10/1/10,0.19,72,
USC00516128,10/1/10,3.14,73,
USC00519397,10/2/10,0.03,78,
USC00513117,10/2/10,0.16,76,
USC00514830,10/2/10,0.09,75,
USC00518838,10/2/10,0.02,78,
USC00519523,10/2/10,0.05,80,
USC00519281,10/2/10,1.15,74,
USC00511918,10/2/10,0,80,
USC00516128,10/2/10,1.27,73,
USC00519397,10/3/10,0,78,
USC00513117,10/3/10,0.07,82,
USC00514830,10/3/10,0.01,76,
USC00518838,10/3/10,0.03,70,
USC00519523,10/3/10,0.01,78,
USC00519281,10/3/10,0.09,78,
USC00511918,10/3/10,0,78,
USC00516128,10/3/10,0.03,73,
USC00519397,10/4/10,0.06,78,
USC00513117,10/4/10,0.06,76,
USC00514830,10/4/10,0.11,74,
USC00517948,10/4/10,0.01,71,
USC00518838,10/4/10,0.53,77,
USC00519523,10/4/10,0,77,
USC00519281,10/4/10,0.08,74,
USC00511918,10/4/10,0.01,75,
USC00516128,10/4/10,0.24,71,
USC00519397,10/5/10,0,80,
USC00513117,10/5/10,0.07,77,
USC00514830,10/5/10,0.02,76,
USC00517948,10/5/10,0,80,
USC00518838,10/5/10,0.02,71,
USC00519523,10/5/10,0,77,
USC00519281,10/5/10,0.22,75,
USC00511918,10/5/10,0,76,
USC00516128,10/5/10,0.21,76,
USC00519397,10/6/10,0,79,
USC00513117,10/6/10,0,76,
USC00514830,10/6/10,0,75,
USC00517948,10/6/10,0,79,
USC00518838,10/6/10,0.01,79,
USC00519523,10/6/10,0,77,
USC00519281,10/6/10,0.16,71,
USC00511918,10/6/10,0,72,
USC00516128,10/6/10,0,74,
USC00519397,10/7/10,0,79,
USC00513117,10/7/10,0,74,
USC00514830,10/7/10,0,75,
USC00517948,10/7/10,0,80,
USC00518838,10/7/10,0.03,77,
USC00519523,10/7/10,0,77,
USC00519281,10/7/10,0,69,
USC00511918,10/7/10,0,68,
USC00516128,10/7/10,0,73,
USC00519397,10/8/10,0,78,
USC00513117,10/8/10,0,72,
USC00514830,10/8/10,0,75,
USC00517948,10/8/10,0,80,
USC00518838,10/8/10,0.01,74,
USC00519523,10/8/10,0,81,
USC00519281,10/8/10,0,69,
USC00511918,10/8/10,0,78,
USC00516128,10/8/10,0,74,
USC00519397,10/9/10,0,78,
USC00513117,10/9/10,0,76,
USC00514830,10/9/10,0,75,
USC00519523,10/9/10,0,77,
USC00519281,10/9/10,0,79,
USC00511918,10/9/10,0,78,
USC00516128,10/9/10,0,72,
USC00519397,10/10/10,0,78,
USC00513117,10/10/10,0.03,75,
USC00514830,10/10/10,0.03,74,
USC00519523,10/10/10,0.01,80,
USC00519281,10/10/10,0.05,76,
USC00511918,10/10/10,0,80,
USC00516128,10/10/10,0,73,
USC00519397,10/11/10,0,77,
USC00513117,10/11/10,0.04,76,
USC00514830,10/11/10,0.04,74,
USC00519523,10/11/10,0.01,76,
USC00519281,10/11/10,0.02,75,
USC00511918,10/11/10,0,79,
USC00516128,10/11/10,0.41,71,
USC00519397,10/12/10,0,79,
USC00513117,10/12/10,0.06,71,
USC00514830,10/12/10,0.03,74,
USC00517948,10/12/10,0.04,80,
USC00519523,10/12/10,0.13,72,
USC00519281,10/12/10,0,74,
USC00511918,10/12/10,0,72,
USC00516128,10/12/10,0.25,71,
USC00519397,10/13/10,0,78,
USC00513117,10/13/10,0.02,77,
USC00514830,10/13/10,0.01,75,
USC00517948,10/13/10,0,77,
USC00519523,10/13/10,0,76,
USC00519281,10/13/10,0.06,71,
USC00511918,10/13/10,0,75,
USC00516128,10/13/10,0.05,71,
USC00513117,10/14/10,0,76,
USC00514830,10/14/10,0,75,
USC00517948,10/14/10,0,76,
USC00518838,10/14/10,,77,
USC00519523,10/14/10,0,76,
USC00519281,10/14/10,0,71,
USC00511918,10/14/10,0,67,
USC00516128,10/14/10,0.04,72,
USC00519397,10/15/10,0,78,
USC00513117,10/15/10,0,74,
USC00514830,10/15/10,0,75,
USC00517948,10/15/10,0,76,
USC00519523,10/15/10,0,76,
USC00519281,10/15/10,0,70,
USC00511918,10/15/10,0,82,
USC00516128,10/15/10,0.01,72,
USC00519397,10/16/10,0,77,
USC00513117,10/16/10,0,76,
USC00519523,10/16/10,0,77,
USC00519281,10/16/10,0,74,
USC00511918,10/16/10,0,76,
USC00516128,10/16/10,0.08,72,
USC00519397,10/17/10,0,76,
USC00513117,10/17/10,0.16,77,
USC00514830,10/17/10,,74,
USC00518838,10/17/10,,81,
USC00519523,10/17/10,0.06,76,
USC00519281,10/17/10,0,76,
USC00511918,10/17/10,0,76,
USC00516128,10/17/10,0.21,74,
USC00519397,10/18/10,0,76,
USC00513117,10/18/10,0.02,71,
USC00514830,10/18/10,0,74,
USC00517948,10/18/10,0,74,
USC00519523,10/18/10,0,72,
USC00519281,10/18/10,0.03,67,
USC00511918,10/18/10,0,65,
USC00516128,10/18/10,0.07,74,
USC00519397,10/19/10,0.07,72,
USC00513117,10/19/10,0,72,
USC00514830,10/19/10,0.01,71,
USC00517948,10/19/10,0,74,
USC00519523,10/19/10,0,73,
USC00519281,10/19/10,0.2,70,
USC00511918,10/19/10,0,67,
USC00516128,10/19/10,4.01,69,
USC00519397,10/20/10,0,74,
USC00513117,10/20/10,0,71,
USC00514830,10/20/10,0,73,
USC00517948,10/20/10,0,74,
USC00518838,10/20/10,,78,
USC00519523,10/20/10,0,74,
USC00519281,10/20/10,0,67,
USC00511918,10/20/10,0,68,
USC00516128,10/20/10,0,75,
USC00519397,10/21/10,0,80,
USC00513117,10/21/10,0.04,73,
USC00514830,10/21/10,0.82,72,
USC00517948,10/21/10,0,74,
USC00519523,10/21/10,0,77,
USC00519281,10/21/10,1.91,72,
USC00511918,10/21/10,0,73,
USC00516128,10/21/10,0.39,73,
USC00519397,10/22/10,0,77,
USC00513117,10/22/10,0,76,
USC00514830,10/22/10,0,76,
USC00517948,10/22/10,0,72,
USC00518838,10/22/10,,77,
USC00519523,10/22/10,0,76,
USC00519281,10/22/10,1.16,72,
USC00511918,10/22/10,0,68,
USC00516128,10/22/10,0.21,74,
USC00519397,10/23/10,0,75,
USC00513117,10/23/10,0,84,
USC00514830,10/23/10,0,76,
USC00519523,10/23/10,0,77,
USC00519281,10/23/10,0.02,74,
USC00511918,10/23/10,0,73,
USC00516128,10/23/10,0,73,
USC00519397,10/24/10,0,78,
USC00513117,10/24/10,0,76,
USC00514830,10/24/10,0,76,
USC00518838,10/24/10,,76,
USC00519523,10/24/10,0,80,
USC00519281,10/24/10,0,77,
USC00511918,10/24/10,0,76,
USC00516128,10/24/10,0,74,
USC00519397,10/25/10,0,78,
USC00513117,10/25/10,0,77,
USC00514830,10/25/10,0,74,
USC00517948,10/25/10,0,77,
USC00518838,10/25/10,0,77,
USC00519523,10/25/10,0,76,
USC00519281,10/25/10,0,75,
USC00511918,10/25/10,0,76,
USC00516128,10/25/10,0,74,
USC00519397,10/26/10,0.07,76,
USC00513117,10/26/10,0.16,76,
USC00514830,10/26/10,0.04,71,
USC00517948,10/26/10,0.03,76,
USC00518838,10/26/10,1.1,73,
USC00519523,10/26/10,0.11,75,
USC00519281,10/26/10,0.27,74,
USC00511918,10/26/10,0.02,76,
USC00516128,10/26/10,0.68,71,
USC00519397,10/27/10,0.05,79,
USC00513117,10/27/10,0.06,76,
USC00514830,10/27/10,0.11,74,
USC00517948,10/27/10,0,77,
USC00518838,10/27/10,0.4,75,
USC00519523,10/27/10,0.09,76,
USC00519281,10/27/10,0.09,76,
USC00511918,10/27/10,0.01,76,
USC00516128,10/27/10,1.06,71,
USC00519397,10/28/10,0.06,78,
USC00513117,10/28/10,0.09,76,
USC00514830,10/28/10,0.12,74,
USC00517948,10/28/10,0,78,
USC00518838,10/28/10,0.38,73,
USC00519523,10/28/10,0.02,77,
USC00519281,10/28/10,0.18,75,
USC00511918,10/28/10,0.01,75,
USC00516128,10/28/10,0.7,76,
USC00519397,10/29/10,0.03,78,
USC00513117,10/29/10,0.1,75,
USC00514830,10/29/10,0.28,74,
USC00517948,10/29/10,0,75,
USC00518838,10/29/10,0.1,71,
USC00519523,10/29/10,0.03,75,
USC00519281,10/29/10,0.03,73,
USC00511918,10/29/10,0,73,
USC00516128,10/29/10,0.24,70,
USC00519397,10/30/10,0.02,77,
USC00513117,10/30/10,0.11,74,
USC00518838,10/30/10,0.07,77,
USC00519523,10/30/10,0.26,81,
USC00519281,10/30/10,0.41,74,
USC00511918,10/30/10,0.02,78,
USC00516128,10/30/10,1.9,70,
USC00519397,10/31/10,0,76,
USC00513117,10/31/10,0,71,
USC00518838,10/31/10,0,76,
USC00519523,10/31/10,0,77,
USC00519281,10/31/10,0.13,73,
USC00511918,10/31/10,0.01,80,
USC00516128,10/31/10,0.28,74,
USC00519397,11/1/10,0.01,75,
USC00513117,11/1/10,0.42,73,
USC00514830,11/1/10,,72,
USC00517948,11/1/10,,72,
USC00518838,11/1/10,0.21,72,
USC00519523,11/1/10,0.24,74,
USC00519281,11/1/10,0.13,71,
USC00511918,11/1/10,0.01,70,
USC00516128,11/1/10,2.03,72,
USC00519397,11/2/10,0.01,73,
USC00513117,11/2/10,0.1,70,
USC00514830,11/2/10,0.03,72,
USC00518838,11/2/10,0.03,77,
USC00519523,11/2/10,0,75,
USC00511918,11/2/10,0.03,65,
USC00516128,11/2/10,0.47,75,
USC00513117,11/3/10,0,71,
USC00514830,11/3/10,0.13,68,
USC00517948,11/3/10,,72,
USC00518838,11/3/10,0.25,70,
USC00519523,11/3/10,0.42,70,
USC00519281,11/3/10,1.13,69,
USC00511918,11/3/10,0,70,
USC00516128,11/3/10,0.06,68,
USC00519397,11/4/10,,73,
USC00513117,11/4/10,0.39,73,
USC00514830,11/4/10,0.18,70,
USC00517948,11/4/10,0,73,
USC00518838,11/4/10,0.12,72,
USC00519523,11/4/10,1.34,72,
USC00519281,11/4/10,1.21,70,
USC00511918,11/4/10,0.1,73,
USC00516128,11/4/10,3.79,69,
USC00519397,11/5/10,0,77,
USC00513117,11/5/10,0.07,75,
USC00514830,11/5/10,0.09,73,
USC00517948,11/5/10,0,73,
USC00518838,11/5/10,0.08,73,
USC00519523,11/5/10,0.03,74,
USC00519281,11/5/10,0.57,73,
USC00511918,11/5/10,0,75,
USC00516128,11/5/10,2.64,71,
USC00519397,11/6/10,0,76,
USC00513117,11/6/10,0.1,75,
USC00514830,11/6/10,0.35,70,
USC00519523,11/6/10,0.16,74,
USC00519281,11/6/10,0.61,73,
USC00511918,11/6/10,0,76,
USC00516128,11/6/10,4.56,73,
USC00519397,11/7/10,0,77,
USC00513117,11/7/10,0.21,75,
USC00514830,11/7/10,0.14,73,
USC00519523,11/7/10,0.01,76,
USC00519281,11/7/10,0.47,76,
USC00511918,11/7/10,0,80,
USC00516128,11/7/10,0.54,72,
USC00519397,11/8/10,0,76,
USC00513117,11/8/10,0,75,
USC00514830,11/8/10,0,73,
USC00517948,11/8/10,0,73,
USC00519523,11/8/10,0,76,
USC00519281,11/8/10,0,73,
USC00511918,11/8/10,0,77,
USC00516128,11/8/10,0.01,73,
USC00519397,11/9/10,0,73,
USC00513117,11/9/10,0.01,75,
USC00514830,11/9/10,0.01,74,
USC00517948,11/9/10,0.01,72,
USC00519523,11/9/10,0,73,
USC00519281,11/9/10,0,74,
USC00511918,11/9/10,0,80,
USC00516128,11/9/10,0.01,69,
USC00519397,11/10/10,0.23,73,
USC00513117,11/10/10,0,76,
USC00514830,11/10/10,0,73,
USC00517948,11/10/10,0.04,72,
USC00518838,11/10/10,,75,
USC00519523,11/10/10,0,75,
USC00519281,11/10/10,0.07,72,
USC00511918,11/10/10,0,68,
USC00516128,11/10/10,0.76,69,
USC00519397,11/11/10,0,77,
USC00513117,11/11/10,0,75,
USC00514830,11/11/10,0.01,73,
USC00519523,11/11/10,0,75,
USC00519281,11/11/10,0,75,
USC00511918,11/11/10,0.01,73,
USC00516128,11/11/10,0.15,80,
USC00519397,11/12/10,0,77,
USC00513117,11/12/10,0,75,
USC00514830,11/12/10,0.01,74,
USC00517948,11/12/10,0,76,
USC00518838,11/12/10,,74,
USC00519523,11/12/10,0,76,
USC00519281,11/12/10,0.03,73,
USC00511918,11/12/10,0,72,
USC00516128,11/12/10,0.1,72,
USC00519397,11/13/10,0,76,
USC00513117,11/13/10,0.03,75,
USC00514830,11/13/10,0.1,74,
USC00519523,11/13/10,0,76,
USC00519281,11/13/10,0.18,74,
USC00511918,11/13/10,0,74,
USC00516128,11/13/10,0.21,79,
USC00513117,11/14/10,0.02,74,
USC00514830,11/14/10,0.01,73,
USC00519523,11/14/10,0,76,
USC00519281,11/14/10,0.01,72,
USC00511918,11/14/10,0,73,
USC00516128,11/14/10,0.31,77,
USC00513117,11/15/10,0.35,75,
USC00514830,11/15/10,0.08,72,
USC00517948,11/15/10,,74,
USC00518838,11/15/10,,74,
USC00519523,11/15/10,0.03,75,
USC00519281,11/15/10,0.85,74,
USC00511918,11/15/10,0.01,70,
USC00516128,11/15/10,0.6,71,
USC00519397,11/16/10,0,73,
USC00513117,11/16/10,0.01,74,
USC00514830,11/16/10,0,73,
USC00517948,11/16/10,0.02,74,
USC00518838,11/16/10,0.08,76,
USC00519523,11/16/10,0,75,
USC00519281,11/16/10,0.13,68,
USC00511918,11/16/10,0.04,63,
USC00516128,11/16/10,0.62,73,
USC00519397,11/17/10,0,73,
USC00513117,11/17/10,0,70,
USC00514830,11/17/10,0,72,
USC00517948,11/17/10,0,70,
USC00519523,11/17/10,0,66,
USC00519281,11/17/10,0,68,
USC00511918,11/17/10,0.02,66,
USC00516128,11/17/10,0.01,65,
USC00513117,11/18/10,0,71,
USC00514830,11/18/10,0,71,
USC00517948,11/18/10,0,72,
USC00518838,11/18/10,0,75,
USC00519523,11/18/10,0,74,
USC00519281,11/18/10,0,66,
USC00511918,11/18/10,0,68,
USC00516128,11/18/10,0,68,
USC00519397,11/19/10,,72,
USC00513117,11/19/10,0.19,71,
USC00514830,11/19/10,0.16,75,
USC00517948,11/19/10,0.35,70,
USC00518838,11/19/10,0.35,72,
USC00519523,11/19/10,0.13,68,
USC00519281,11/19/10,0.19,73,
USC00511918,11/19/10,0.34,67,
USC00516128,11/19/10,0.22,67,
USC00519397,11/20/10,0.03,69,
USC00513117,11/20/10,0.02,71,
USC00514830,11/20/10,0.01,70,
USC00519523,11/20/10,0,79,
USC00519281,11/20/10,0,76,
USC00511918,11/20/10,0,70,
USC00516128,11/20/10,0,69,
USC00519397,11/21/10,0,69,
USC00513117,11/21/10,0,71,
USC00519523,11/21/10,0.05,77,
USC00519281,11/21/10,0.03,72,
USC00511918,11/21/10,0,76,
USC00516128,11/21/10,0.08,71,
USC00519397,11/22/10,0,68,
USC00513117,11/22/10,0.02,68,
USC00514830,11/22/10,,70,
USC00517948,11/22/10,0,68,
USC00518838,11/22/10,,78,
USC00519523,11/22/10,0,67,
USC00519281,11/22/10,0.01,65,
USC00511918,11/22/10,0.02,68,
USC00516128,11/22/10,0,68,
USC00519397,11/23/10,0,69,
USC00513117,11/23/10,0,69,
USC00514830,11/23/10,0,70,
USC00517948,11/23/10,0,71,
USC00518838,11/23/10,0.07,77,
USC00519523,11/23/10,0,69,
USC00519281,11/23/10,0,65,
USC00511918,11/23/10,0,64,
USC00516128,11/23/10,0,68,
USC00519397,11/24/10,0,76,
USC00513117,11/24/10,0,75,
USC00514830,11/24/10,0,74,
USC00517948,11/24/10,0.01,73,
USC00518838,11/24/10,0.16,76,
USC00519523,11/24/10,0,76,
USC00519281,11/24/10,0,73,
USC00511918,11/24/10,0,72,
USC00516128,11/24/10,0.1,71,
USC00519397,11/25/10,0,76,
USC00513117,11/25/10,0.16,75,
USC00519523,11/25/10,0.02,76,
USC00519281,11/25/10,0.13,76,
USC00511918,11/25/10,0.01,75,
USC00516128,11/25/10,0.46,73,
USC00513117,11/26/10,0,74,
USC00514830,11/26/10,,73,
USC00519523,11/26/10,0,77,
USC00519281,11/26/10,0,76,
USC00511918,11/26/10,0,78,
USC00516128,11/26/10,0.1,71,
USC00519397,11/27/10,0,75,
USC00513117,11/27/10,0.03,74,
USC00514830,11/27/10,0,73,
USC00519523,11/27/10,0.01,76,
USC00519281,11/27/10,0.01,73,
USC00511918,11/27/10,0,76,
USC00516128,11/27/10,0.15,69,
USC00519397,11/28/10,0,74,
USC00513117,11/28/10,0.49,71,
USC00514830,11/28/10,0.54,71,
USC00519523,11/28/10,0.64,76,
USC00519281,11/28/10,0.43,72,
USC00511918,11/28/10,0.06,73,
USC00516128,11/28/10,1.09,69,
USC00519397,11/29/10,0,69,
USC00513117,11/29/10,0.04,70,
USC00514830,11/29/10,0.22,74,
USC00517948,11/29/10,0,71,
USC00518838,11/29/10,,75,
USC00519523,11/29/10,0.03,73,
USC00519281,11/29/10,0.23,69,
USC00511918,11/29/10,0.02,65,
USC00516128,11/29/10,0.64,69,
USC00519397,11/30/10,0,74,
USC00513117,11/30/10,0.15,73,
USC00514830,11/30/10,0.01,73,
USC00517948,11/30/10,0.23,73,
USC00519523,11/30/10,0,76,
USC00519281,11/30/10,0.02,72,
USC00511918,11/30/10,0,67,
USC00516128,11/30/10,0.06,71,
USC00519397,12/1/10,0.04,76,
USC00513117,12/1/10,0.76,73,
USC00514830,12/1/10,0.03,73,
USC00517948,12/1/10,0.7,72,
USC00519523,12/1/10,0.03,78,
USC00519281,12/1/10,1.35,72,
USC00511918,12/1/10,0.13,70,
USC00516128,12/1/10,1.48,71,
USC00513117,12/2/10,0.13,72,
USC00514830,12/2/10,0.06,73,
USC00517948,12/2/10,0.26,75,
USC00518838,12/2/10,,71,
USC00519523,12/2/10,0.02,74,
USC00519281,12/2/10,0.16,71,
USC00511918,12/2/10,0,74,
USC00516128,12/2/10,0.18,70,
USC00519397,12/3/10,0,74,
USC00513117,12/3/10,0.16,73,
USC00514830,12/3/10,0.22,71,
USC00518838,12/3/10,0.78,70,
USC00519523,12/3/10,0.01,74,
USC00519281,12/3/10,0.47,72,
USC00511918,12/3/10,0.01,74,
USC00516128,12/3/10,1.59,67,
USC00519397,12/4/10,0,74,
USC00513117,12/4/10,0,74,
USC00514830,12/4/10,0,72,
USC00519523,12/4/10,0,78,
USC00519281,12/4/10,0,74,
USC00511918,12/4/10,0,75,
USC00516128,12/4/10,0.19,77,
USC00513117,12/5/10,0,73,
USC00514830,12/5/10,0,71,
USC00518838,12/5/10,,73,
USC00519523,12/5/10,0,78,
USC00519281,12/5/10,0,66,
USC00511918,12/5/10,0,69,
USC00516128,12/5/10,0,69,
USC00519397,12/6/10,0,64,
USC00513117,12/6/10,0,66,
USC00514830,12/6/10,0,64,
USC00517948,12/6/10,0,66,
USC00518838,12/6/10,0.02,78,
USC00519523,12/6/10,0,61,
USC00519281,12/6/10,0,61,
USC00511918,12/6/10,0,65,
USC00516128,12/6/10,0,61,
USC00519397,12/7/10,0,64,
USC00513117,12/7/10,0,64,
USC00514830,12/7/10,0,71,
USC00517948,12/7/10,0,66,
USC00518838,12/7/10,0.02,76,
USC00519523,12/7/10,0,69,
USC00519281,12/7/10,0,58,
USC00511918,12/7/10,0,66,
USC00516128,12/7/10,0,62,
USC00519397,12/8/10,0,67,
USC00513117,12/8/10,0,66,
USC00514830,12/8/10,0,62,
USC00517948,12/8/10,0,67,
USC00518838,12/8/10,0.33,73,
USC00519523,12/8/10,0.15,65,
USC00519281,12/8/10,0,60,
USC00511918,12/8/10,0,68,
USC00516128,12/8/10,0,63,
USC00519397,12/9/10,0,77,
USC00513117,12/9/10,0,75,
USC00514830,12/9/10,0.12,70,
USC00517948,12/9/10,0.02,76,
USC00518838,12/9/10,1.43,74,
USC00519523,12/9/10,0.03,77,
USC00519281,12/9/10,0.07,71,
USC00511918,12/9/10,0.04,77,
USC00516128,12/9/10,0,73,
USC00519397,12/10/10,1.58,66,
USC00513117,12/10/10,1.95,65,
USC00514830,12/10/10,2.01,64,
USC00517948,12/10/10,1.75,68,
USC00518838,12/10/10,2.5,63,
USC00519523,12/10/10,2.02,67,
USC00519281,12/10/10,1.72,65,
USC00511918,12/10/10,1.8,65,
USC00516128,12/10/10,1.86,64,
USC00519397,12/11/10,0.77,69,
USC00513117,12/11/10,0.62,69,
USC00514830,12/11/10,0.26,64,
USC00518838,12/11/10,1.5,72,
USC00519523,12/11/10,0.3,69,
USC00519281,12/11/10,0.89,72,
USC00511918,12/11/10,0.8,72,
USC00516128,12/11/10,0.58,67,
USC00519397,12/12/10,0,68,
USC00513117,12/12/10,0.15,71,
USC00514830,12/12/10,0.01,70,
USC00519523,12/12/10,0.09,75,
USC00519281,12/12/10,0.31,70,
USC00511918,12/12/10,0.01,65,
USC00516128,12/12/10,0.45,69,
USC00519397,12/13/10,0,68,
USC00513117,12/13/10,0.47,69,
USC00514830,12/13/10,0.65,70,
USC00517948,12/13/10,0,69,
USC00518838,12/13/10,,75,
USC00519523,12/13/10,0.02,67,
USC00519281,12/13/10,0.22,68,
USC00511918,12/13/10,0,66,
USC00516128,12/13/10,0.18,80,
USC00519397,12/14/10,0,71,
USC00513117,12/14/10,0,78,
USC00514830,12/14/10,0,69,
USC00517948,12/14/10,0,71,
USC00518838,12/14/10,0.13,74,
USC00519523,12/14/10,0.04,71,
USC00519281,12/14/10,0.02,67,
USC00511918,12/14/10,0.01,74,
USC00516128,12/14/10,0,71,
USC00519397,12/15/10,0,74,
USC00513117,12/15/10,0,74,
USC00514830,12/15/10,0,72,
USC00517948,12/15/10,0,70,
